0	8	12	0	0	0	0	0	5	0	0	10	14	6	9	0	0	0	0	0	0	5	8	12
0	8	12	0	0	0	0	0	5	0	0	8	11	8	11	0	0	0	0	0	0	7	11	15
0	6	9	0	0	0	0	0	5	0	0	9	12	7	10	0	0	0	0	0	0	6	9	13
0	7	11	0	0	0	0	0	5	0	0	11	15	5	8	0	0	0	0	0	0	5	7	10
0	7	11	0	0	0	0	0	5	0	0	11	14	5	8	0	0	0	0	0	0	5	7	10
0	8	13	0	0	0	0	0	6	0	0	11	15	8	11	0	0	0	0	0	0	7	11	15
0	8	12	0	0	0	0	0	5	0	0	12	17	9	13	0	0	0	0	0	0	8	12	17
0	6	9	0	0	0	0	0	5	0	0	11	15	8	12	0	0	0	0	0	0	7	11	16
0	8	12	0	0	0	0	0	5	0	0	11	14	4	5	0	0	0	0	0	0	3	5	7
0	9	14	0	0	0	0	0	6	0	0	8	11	6	9	0	0	0	0	0	0	5	8	12
0	8	13	0	0	0	0	0	6	0	0	12	17	7	10	0	0	0	0	0	0	6	9	13
0	8	13	0	0	0	0	0	6	0	0	8	11	8	12	0	0	0	0	0	0	7	11	16
0	10	15	0	0	0	0	0	7	0	0	11	15	8	12	0	0	0	0	0	0	7	11	16
0	7	11	0	0	0	0	0	5	0	0	11	15	4	5	0	0	0	0	0	0	3	5	7
0	7	11	0	0	0	0	0	5	0	0	10	14	8	11	0	0	0	0	0	0	7	11	15
0	8	13	0	0	0	0	0	6	0	0	9	12	8	12	0	0	0	0	0	0	7	11	16
0	7	11	0	0	0	0	0	5	0	0	12	17	8	12	0	0	0	0	0	0	7	11	16
0	7	11	0	0	0	0	0	5	0	0	11	15	8	11	0	0	0	0	0	0	7	11	15
0	6	9	0	0	0	0	0	5	0	0	8	11	6	9	0	0	0	0	0	0	5	8	12
0	6	9	0	0	0	0	0	5	0	0	9	12	5	8	0	0	0	0	0	0	5	7	10
0	7	11	0	0	0	0	0	5	0	0	10	14	7	10	0	0	0	0	0	0	6	9	13
0	7	11	0	0	0	0	0	5	0	0	9	12	8	12	0	0	0	0	0	0	7	11	16
0	7	11	0	0	0	0	0	5	0	0	10	14	8	11	0	0	0	0	0	0	7	11	15
0	9	14	0	0	0	0	0	6	0	0	8	11	6	9	0	0	0	0	0	0	5	8	12
0	6	9	0	0	0	0	0	5	0	0	11	14	8	12	0	0	0	0	0	0	7	11	16
0	7	11	0	0	0	0	0	5	0	0	8	11	8	12	0	0	0	0	0	0	7	11	16
0	8	13	0	0	0	0	0	6	0	0	9	12	4	5	0	0	0	0	0	0	3	5	7
0	10	15	0	0	0	0	0	7	0	0	10	14	7	10	0	0	0	0	0	0	6	9	13
0	7	11	0	0	0	0	0	5	0	0	11	14	7	10	0	0	0	0	0	0	6	9	13
0	8	12	0	0	0	0	0	5	0	0	11	14	5	8	0	0	0	0	0	0	5	7	10
0	8	13	0	0	0	0	0	6	0	0	13	17	9	13	0	0	0	0	0	0	8	12	17
0	6	9	0	0	0	0	0	5	0	0	11	14	4	5	0	0	0	0	0	0	3	5	7
0	9	14	0	0	0	0	0	6	0	0	8	11	7	10	0	0	0	0	0	0	6	9	13
0	9	14	0	0	0	0	0	6	0	0	9	12	5	7	0	0	0	0	0	0	4	6	9
0	8	13	0	0	0	0	0	6	0	0	11	15	6	9	0	0	0	0	0	0	5	8	12
0	6	9	0	0	0	0	0	5	0	0	10	14	6	9	0	0	0	0	0	0	5	8	12
