0	8.01	14.49	0	0	0	0	0	4.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8.25	14.91	0	0	0	0	0	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3.87	6.15	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	3.09	0	0	0	0	0	0	0	4.26	6.93	11.46
0	3.18	5.73	0	0	0	0	0	3.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2.31	3.69	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	3.18	5.16	8.55
0	2.88	5.22	0	0	0	0	0	4.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8.1	14.61	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2.19	3.48	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2.19	0	0	0	0	0	0	0	1.8	2.91	4.8
0	0	0	0	0	0	0	0	0	0	0	0	0	3.54	0	0	0	0	0	0	0	1.65	2.7	4.47
