0	0.07865	0.15125	0	0	0	0	0	0.0737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.1023	0.19635	0	0	0	0	0	0.0561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0583	0.06105	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0539	0	0	0	0	0	0	0	0.0561	0.0814	0.1056
0	0.088	0.16885	0	0	0	0	0	0.0693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.07645	0.07975	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572	0	0	0	0	0	0	0	0.044	0.0638	0.08305
0	0.0847	0.1628	0	0	0	0	0	0.06215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.07315	0.1408	0	0	0	0	0	0.04565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0748	0.0781	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.07205	0	0	0	0	0	0	0	0.05225	0.0759	0.09845
0	0	0	0	0	0	0	0	0	0	0	0	0	0.05555	0	0	0	0	0	0	0	0.0517	0.0748	0.0968
