0	0.0774	0.0603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.0459	0.036	0	0	0	0	0	0.0819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.117	0.1008	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0864	0	0	0	0	0	0	0	0.1251	0.0981	0.0855
0	0.0612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.1134	0.0972	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0855	0.0738
0	0.0702	0.0549	0	0	0	0	0	0.0819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.0639	0.0495	0	0	0	0	0	0.0765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.108	0.0927	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0891	0	0	0	0	0	0	0	0.0837	0.0657	0.0567
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666	0
